label,text
"I05, Rheumatic mitral valve diseases",Rheumatic mitral valve diseases
"I06, Rheumatic aortic valve diseases",Rheumatic aortic valve diseases
"I07, Rheumatic tricuspid valve diseases",Rheumatic tricuspid valve diseases
"I08, Multiple valve diseases",Multiple valve diseases
"I09, Other rheumatic heart diseases",Other rheumatic heart diseases
"I11, Hypertensive heart disease",Hypertensive heart disease
"I12, Hypertensive renal disease",Hypertensive renal disease
"I13, Hypertensive heart and renal disease",Hypertensive heart and renal disease
"I15, Secondary hypertension",Secondary hypertension
"I20, Angina pectoris",Angina pectoris
"I21, Acute myocardial infarction",Acute myocardial infarction
"I22, Subsequent myocardial infarction",Subsequent myocardial infarction
"I23, Certain current complications following acute myocardial infarction",Certain current complications following acute myocardial infarction
"I24, Other acute ischaemic heart diseases",Other acute ischaemic heart diseases
"I25, Chronic ischaemic heart disease",Chronic ischaemic heart disease
"I26, Pulmonary embolism",Pulmonary embolism
"I27, Other pulmonary heart diseases",Other pulmonary heart diseases
"I28, Other diseases of pulmonary vessels",Other diseases of pulmonary vessels
"I30, Acute pericarditis",Acute pericarditis
"I31, Other diseases of pericardium",Other diseases of pericardium
"I32, Pericarditis in diseases classified elsewhere",Pericarditis in diseases classified elsewhere
"I33, Acute and subacute endocarditis",Acute and subacute endocarditis
"I34, Nonrheumatic mitral valve disorders",Nonrheumatic mitral valve disorders
"I35, Nonrheumatic aortic valve disorders",Nonrheumatic aortic valve disorders
"I36, Nonrheumatic tricuspid valve disorders",Nonrheumatic tricuspid valve disorders
"I37, Pulmonary valve disorders",Pulmonary valve disorders
"I39, Endocarditis and heart valve disorders in diseases classified elsewhere",Endocarditis and heart valve disorders in diseases classified elsewhere
"I40, Acute myocarditis",Acute myocarditis
"I41, Myocarditis in diseases classified elsewhere",Myocarditis in diseases classified elsewhere
"I42, Cardiomyopathy",Cardiomyopathy
"I43, Cardiomyopathy in diseases classified elsewhere",Cardiomyopathy in diseases classified elsewhere
"I44, Atrioventricular and left bundle-branch block",Atrioventricular and left bundle-branch block
"I45, Other conduction disorders",Other conduction disorders
"I46, Cardiac arrest",Cardiac arrest
"I47, Paroxysmal tachycardia",Paroxysmal tachycardia
"I48, Atrial fibrillation and flutter",Atrial fibrillation and flutter
"I49, Other cardiac arrhythmias",Other cardiac arrhythmias
"I50, Heart failure",Heart failure
"I51, Complications and ill-defined descriptions of heart disease",Complications and ill-defined descriptions of heart disease
"I52, Other heart disorders in diseases classified elsewhere",Other heart disorders in diseases classified elsewhere
"I60, Subarachnoid haemorrhage",Subarachnoid haemorrhage
"I61, Intracerebral haemorrhage",Intracerebral haemorrhage
"I62, Other nontraumatic intracranial haemorrhage",Other nontraumatic intracranial haemorrhage
"I63, Cerebral infarction",Cerebral infarction
"I65, Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction","Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
"I66, Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction","Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
"I67, Other cerebrovascular diseases",Other cerebrovascular diseases
"I68, Cerebrovascular disorders in diseases classified elsewhere",Cerebrovascular disorders in diseases classified elsewhere
"I69, Sequelae of cerebrovascular disease",Sequelae of cerebrovascular disease
"I70, Atherosclerosis",Atherosclerosis
"I71, Aortic aneurysm and dissection",Aortic aneurysm and dissection
"I72, Other aneurysm and dissection",Other aneurysm and dissection
"I73, Other peripheral vascular diseases",Other peripheral vascular diseases
"I74, Arterial embolism and thrombosis",Arterial embolism and thrombosis
"I77, Other disorders of arteries and arterioles",Other disorders of arteries and arterioles
"I78, Diseases of capillaries",Diseases of capillaries
"I79, Disorders of arteries, arterioles and capillaries in diseases classified elsewhere","Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
"I80, Phlebitis and thrombophlebitis",Phlebitis and thrombophlebitis
"I82, Other venous embolism and thrombosis",Other venous embolism and thrombosis
"I83, Varicose veins of lower extremities",Varicose veins of lower extremities
"I85, Oesophageal varices",Oesophageal varices
"I86, Varicose veins of other sites",Varicose veins of other sites
"I87, Other disorders of veins",Other disorders of veins
"I88, Nonspecific lymphadenitis",Nonspecific lymphadenitis
"I89, Other noninfective disorders of lymphatic vessels and lymph nodes",Other noninfective disorders of lymphatic vessels and lymph nodes
"I95, Hypotension",Hypotension
"I97, Postprocedural disorders of circulatory system, not elsewhere classified","Postprocedural disorders of circulatory system, not elsewhere classified"
"I98, Other disorders of circulatory system in diseases classified elsewhere",Other disorders of circulatory system in diseases classified elsewhere
"J01, Acute sinusitis",Acute sinusitis
"J02, Acute pharyngitis",Acute pharyngitis
"J03, Acute tonsillitis",Acute tonsillitis
"J04, Acute laryngitis and tracheitis",Acute laryngitis and tracheitis
"J05, Acute obstructive laryngitis [croup] and epiglottitis",Acute obstructive laryngitis [croup] and epiglottitis
"J06, Acute upper respiratory infections of multiple and unspecified sites",Acute upper respiratory infections of multiple and unspecified sites
"J10, Influenza due to identified seasonal influenza virus",Influenza due to identified seasonal influenza virus
"J11, Influenza, virus not identified","Influenza, virus not identified"
"J12, Viral pneumonia, not elsewhere classified","Viral pneumonia, not elsewhere classified"
"J15, Bacterial pneumonia, not elsewhere classified","Bacterial pneumonia, not elsewhere classified"
"J16, Pneumonia due to other infectious organisms, not elsewhere classified","Pneumonia due to other infectious organisms, not elsewhere classified"
"J17, Pneumonia in diseases classified elsewhere",Pneumonia in diseases classified elsewhere
"J18, Pneumonia, organism unspecified","Pneumonia, organism unspecified"
"J20, Acute bronchitis",Acute bronchitis
"J21, Acute bronchiolitis",Acute bronchiolitis
"J30, Vasomotor and allergic rhinitis",Vasomotor and allergic rhinitis
"J31, Chronic rhinitis, nasopharyngitis and pharyngitis","Chronic rhinitis, nasopharyngitis and pharyngitis"
"J32, Chronic sinusitis",Chronic sinusitis
"J33, Nasal polyp",Nasal polyp
"J34, Other disorders of nose and nasal sinuses",Other disorders of nose and nasal sinuses
"J35, Chronic diseases of tonsils and adenoids",Chronic diseases of tonsils and adenoids
"J37, Chronic laryngitis and laryngotracheitis",Chronic laryngitis and laryngotracheitis
"J38, Diseases of vocal cords and larynx, not elsewhere classified","Diseases of vocal cords and larynx, not elsewhere classified"
"J39, Other diseases of upper respiratory tract",Other diseases of upper respiratory tract
"J41, Simple and mucopurulent chronic bronchitis",Simple and mucopurulent chronic bronchitis
"J43, Emphysema",Emphysema
"J44, Other chronic obstructive pulmonary disease",Other chronic obstructive pulmonary disease
"J45, Asthma",Asthma
"J62, Pneumoconiosis due to dust containing silica",Pneumoconiosis due to dust containing silica
"J63, Pneumoconiosis due to other inorganic dusts",Pneumoconiosis due to other inorganic dusts
"J66, Airway disease due to specific organic dust",Airway disease due to specific organic dust
"J67, Hypersensitivity pneumonitis due to organic dust",Hypersensitivity pneumonitis due to organic dust
"J68, Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours","Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours"
"J69, Pneumonitis due to solids and liquids",Pneumonitis due to solids and liquids
"J70, Respiratory conditions due to other external agents",Respiratory conditions due to other external agents
"J84, Other interstitial pulmonary diseases",Other interstitial pulmonary diseases
"J85, Abscess of lung and mediastinum",Abscess of lung and mediastinum
"J86, Pyothorax",Pyothorax
"J92, Pleural plaque",Pleural plaque
"J93, Pneumothorax",Pneumothorax
"J94, Other pleural conditions",Other pleural conditions
"J95, Postprocedural respiratory disorders, not elsewhere classified","Postprocedural respiratory disorders, not elsewhere classified"
"J96, Respiratory failure, not elsewhere classified","Respiratory failure, not elsewhere classified"
"J98, Other respiratory disorders",Other respiratory disorders
"J99, Respiratory disorders in diseases classified elsewhere",Respiratory disorders in diseases classified elsewhere
"K00, Disorders of tooth development and eruption",Disorders of tooth development and eruption
"K01, Embedded and impacted teeth",Embedded and impacted teeth
"K02, Dental caries",Dental caries
"K03, Other diseases of hard tissues of teeth",Other diseases of hard tissues of teeth
"K04, Diseases of pulp and periapical tissues",Diseases of pulp and periapical tissues
"K05, Gingivitis and periodontal diseases",Gingivitis and periodontal diseases
"K06, Other disorders of gingiva and edentulous alveolar ridge",Other disorders of gingiva and edentulous alveolar ridge
"K07, Dentofacial anomalies [including malocclusion]",Dentofacial anomalies [including malocclusion]
"K08, Other disorders of teeth and supporting structures",Other disorders of teeth and supporting structures
"K09, Cysts of oral region, not elsewhere classified","Cysts of oral region, not elsewhere classified"
"K10, Other diseases of jaws",Other diseases of jaws
"K11, Diseases of salivary glands",Diseases of salivary glands
"K12, Stomatitis and related lesions",Stomatitis and related lesions
"K13, Other diseases of lip and oral mucosa",Other diseases of lip and oral mucosa
"K14, Diseases of tongue",Diseases of tongue
"K21, Gastro-oesophageal reflux disease",Gastro-oesophageal reflux disease
"K22, Other diseases of oesophagus",Other diseases of oesophagus
"K23, Disorders of oesophagus in diseases classified elsewhere",Disorders of oesophagus in diseases classified elsewhere
"K25, Gastric ulcer",Gastric ulcer
"K26, Duodenal ulcer",Duodenal ulcer
"K27, Peptic ulcer, site unspecified","Peptic ulcer, site unspecified"
"K28, Gastrojejunal ulcer",Gastrojejunal ulcer
"K29, Gastritis and duodenitis",Gastritis and duodenitis
"K31, Other diseases of stomach and duodenum",Other diseases of stomach and duodenum
"K35, Acute appendicitis",Acute appendicitis
"K38, Other diseases of appendix",Other diseases of appendix
"K40, Inguinal hernia",Inguinal hernia
"K41, Femoral hernia",Femoral hernia
"K42, Umbilical hernia",Umbilical hernia
"K43, Ventral hernia",Ventral hernia
"K44, Diaphragmatic hernia",Diaphragmatic hernia
"K45, Other abdominal hernia",Other abdominal hernia
"K46, Unspecified abdominal hernia",Unspecified abdominal hernia
"K50, Crohn disease [regional enteritis]",Crohn disease [regional enteritis]
"K51, Ulcerative colitis",Ulcerative colitis
"K52, Other noninfective gastroenteritis and colitis",Other noninfective gastroenteritis and colitis
"K55, Vascular disorders of intestine",Vascular disorders of intestine
"K56, Paralytic ileus and intestinal obstruction without hernia",Paralytic ileus and intestinal obstruction without hernia
"K57, Diverticular disease of intestine",Diverticular disease of intestine
"K58, Irritable bowel syndrome",Irritable bowel syndrome
"K59, Other functional intestinal disorders",Other functional intestinal disorders
"K60, Fissure and fistula of anal and rectal regions",Fissure and fistula of anal and rectal regions
"K61, Abscess of anal and rectal regions",Abscess of anal and rectal regions
"K62, Other diseases of anus and rectum",Other diseases of anus and rectum
"K63, Other diseases of intestine",Other diseases of intestine
"K64, Haemorrhoids and perianal venous thrombosis",Haemorrhoids and perianal venous thrombosis
"K65, Peritonitis",Peritonitis
"K66, Other disorders of peritoneum",Other disorders of peritoneum
"K67, Disorders of peritoneum in infectious diseases classified elsewhere",Disorders of peritoneum in infectious diseases classified elsewhere
"K70, Alcoholic liver disease",Alcoholic liver disease
"K71, Toxic liver disease",Toxic liver disease
"K72, Hepatic failure, not elsewhere classified","Hepatic failure, not elsewhere classified"
"K73, Chronic hepatitis, not elsewhere classified","Chronic hepatitis, not elsewhere classified"
"K74, Fibrosis and cirrhosis of liver",Fibrosis and cirrhosis of liver
"K75, Other inflammatory liver diseases",Other inflammatory liver diseases
"K76, Other diseases of liver",Other diseases of liver
"K77, Liver disorders in diseases classified elsewhere",Liver disorders in diseases classified elsewhere
"K80, Cholelithiasis",Cholelithiasis
"K81, Cholecystitis",Cholecystitis
"K82, Other diseases of gallbladder",Other diseases of gallbladder
"K83, Other diseases of biliary tract",Other diseases of biliary tract
"K85, Acute pancreatitis",Acute pancreatitis
"K86, Other diseases of pancreas",Other diseases of pancreas
"K87, Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere","Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere"
"K90, Intestinal malabsorption",Intestinal malabsorption
"K91, Postprocedural disorders of digestive system, not elsewhere classified","Postprocedural disorders of digestive system, not elsewhere classified"
"K92, Other diseases of digestive system",Other diseases of digestive system
"K93, Disorders of other digestive organs in diseases classified elsewhere",Disorders of other digestive organs in diseases classified elsewhere
"L01, Impetigo",Impetigo
"L02, Cutaneous abscess, furuncle and carbuncle","Cutaneous abscess, furuncle and carbuncle"
"L03, Cellulitis",Cellulitis
"L04, Acute lymphadenitis",Acute lymphadenitis
"L05, Pilonidal cyst",Pilonidal cyst
"L08, Other local infections of skin and subcutaneous tissue",Other local infections of skin and subcutaneous tissue
"L10, Pemphigus",Pemphigus
"L11, Other acantholytic disorders",Other acantholytic disorders
"L12, Pemphigoid",Pemphigoid
"L13, Other bullous disorders",Other bullous disorders
"L20, Atopic dermatitis",Atopic dermatitis
"L21, Seborrhoeic dermatitis",Seborrhoeic dermatitis
"L23, Allergic contact dermatitis",Allergic contact dermatitis
"L24, Irritant contact dermatitis",Irritant contact dermatitis
"L25, Unspecified contact dermatitis",Unspecified contact dermatitis
"L27, Dermatitis due to substances taken internally",Dermatitis due to substances taken internally
"L28, Lichen simplex chronicus and prurigo",Lichen simplex chronicus and prurigo
"L29, Pruritus",Pruritus
"L30, Other dermatitis",Other dermatitis
"L40, Psoriasis",Psoriasis
"L41, Parapsoriasis",Parapsoriasis
"L43, Lichen planus",Lichen planus
"L44, Other papulosquamous disorders",Other papulosquamous disorders
"L50, Urticaria",Urticaria
"L51, Erythema multiforme",Erythema multiforme
"L53, Other erythematous conditions",Other erythematous conditions
"L54, Erythema in diseases classified elsewhere",Erythema in diseases classified elsewhere
"L55, Sunburn",Sunburn
"L56, Other acute skin changes due to ultraviolet radiation",Other acute skin changes due to ultraviolet radiation
"L57, Skin changes due to chronic exposure to nonionizing radiation",Skin changes due to chronic exposure to nonionizing radiation
"L58, Radiodermatitis",Radiodermatitis
"L59, Other disorders of skin and subcutaneous tissue related to radiation",Other disorders of skin and subcutaneous tissue related to radiation
"L60, Nail disorders",Nail disorders
"L62, Nail disorders in diseases classified elsewhere",Nail disorders in diseases classified elsewhere
"L63, Alopecia areata",Alopecia areata
"L64, Androgenic alopecia",Androgenic alopecia
"L65, Other nonscarring hair loss",Other nonscarring hair loss
"L66, Cicatricial alopecia [scarring hair loss]",Cicatricial alopecia [scarring hair loss]
"L67, Hair colour and hair shaft abnormalities",Hair colour and hair shaft abnormalities
"L68, Hypertrichosis",Hypertrichosis
"L70, Acne",Acne
"L71, Rosacea",Rosacea
"L72, Follicular cysts of skin and subcutaneous tissue",Follicular cysts of skin and subcutaneous tissue
"L73, Other follicular disorders",Other follicular disorders
"L74, Eccrine sweat disorders",Eccrine sweat disorders
"L75, Apocrine sweat disorders",Apocrine sweat disorders
"L81, Other disorders of pigmentation",Other disorders of pigmentation
"L85, Other epidermal thickening",Other epidermal thickening
"L87, Transepidermal elimination disorders",Transepidermal elimination disorders
"L89, Decubitus ulcer and pressure area",Decubitus ulcer and pressure area
"L90, Atrophic disorders of skin",Atrophic disorders of skin
"L91, Hypertrophic disorders of skin",Hypertrophic disorders of skin
"L92, Granulomatous disorders of skin and subcutaneous tissue",Granulomatous disorders of skin and subcutaneous tissue
"L93, Lupus erythematosus",Lupus erythematosus
"L94, Other localized connective tissue disorders",Other localized connective tissue disorders
"L95, Vasculitis limited to skin, not elsewhere classified","Vasculitis limited to skin, not elsewhere classified"
"L98, Other disorders of skin and subcutaneous tissue, not elsewhere classified","Other disorders of skin and subcutaneous tissue, not elsewhere classified"
"L99, Other disorders of skin and subcutaneous tissue in diseases classified elsewhere",Other disorders of skin and subcutaneous tissue in diseases classified elsewhere
"M00, Pyogenic arthritis",Pyogenic arthritis
"M01, Direct infections of joint in infectious and parasitic diseases classified elsewhere",Direct infections of joint in infectious and parasitic diseases classified elsewhere
"M02, Reactive arthropathies",Reactive arthropathies
"M03, Postinfective and reactive arthropathies in diseases classified elsewhere",Postinfective and reactive arthropathies in diseases classified elsewhere
"M05, Seropositive rheumatoid arthritis",Seropositive rheumatoid arthritis
"M06, Other rheumatoid arthritis",Other rheumatoid arthritis
"M07, Psoriatic and enteropathic arthropathies",Psoriatic and enteropathic arthropathies
"M08, Juvenile arthritis",Juvenile arthritis
"M09, Juvenile arthritis in diseases classified elsewhere",Juvenile arthritis in diseases classified elsewhere
"M10, Gout",Gout
"M11, Other crystal arthropathies",Other crystal arthropathies
"M12, Other specific arthropathies",Other specific arthropathies
"M13, Other arthritis",Other arthritis
"M14, Arthropathies in other diseases classified elsewhere",Arthropathies in other diseases classified elsewhere
"M15, Polyarthrosis",Polyarthrosis
"M16, Coxarthrosis [arthrosis of hip]",Coxarthrosis [arthrosis of hip]
"M17, Gonarthrosis [arthrosis of knee]",Gonarthrosis [arthrosis of knee]
"M18, Arthrosis of first carpometacarpal joint",Arthrosis of first carpometacarpal joint
"M19, Other arthrosis",Other arthrosis
"M20, Acquired deformities of fingers and toes",Acquired deformities of fingers and toes
"M21, Other acquired deformities of limbs",Other acquired deformities of limbs
"M22, Disorders of patella",Disorders of patella
"M23, Internal derangement of knee",Internal derangement of knee
"M24, Other specific joint derangements",Other specific joint derangements
"M25, Other joint disorders, not elsewhere classified","Other joint disorders, not elsewhere classified"
"M30, Polyarteritis nodosa and related conditions",Polyarteritis nodosa and related conditions
"M31, Other necrotizing vasculopathies",Other necrotizing vasculopathies
"M32, Systemic lupus erythematosus",Systemic lupus erythematosus
"M33, Dermatopolymyositis",Dermatopolymyositis
"M34, Systemic sclerosis",Systemic sclerosis
"M35, Other systemic involvement of connective tissue",Other systemic involvement of connective tissue
"M36, Systemic disorders of connective tissue in diseases classified elsewhere",Systemic disorders of connective tissue in diseases classified elsewhere
"M40, Kyphosis and lordosis",Kyphosis and lordosis
"M41, Scoliosis",Scoliosis
"M42, Spinal osteochondrosis",Spinal osteochondrosis
"M43, Other deforming dorsopathies",Other deforming dorsopathies
"M46, Other inflammatory spondylopathies",Other inflammatory spondylopathies
"M47, Spondylosis",Spondylosis
"M48, Other spondylopathies",Other spondylopathies
"M49, Spondylopathies in diseases classified elsewhere",Spondylopathies in diseases classified elsewhere
"M50, Cervical disc disorders",Cervical disc disorders
"M51, Other intervertebral disc disorders",Other intervertebral disc disorders
"M53, Other dorsopathies, not elsewhere classified","Other dorsopathies, not elsewhere classified"
"M54, Dorsalgia",Dorsalgia
"M60, Myositis",Myositis
"M61, Calcification and ossification of muscle",Calcification and ossification of muscle
"M62, Other disorders of muscle",Other disorders of muscle
"M63, Disorders of muscle in diseases classified elsewhere",Disorders of muscle in diseases classified elsewhere
"M65, Synovitis and t",Synovitis and t
