label,text
"88023, Giant cell sarcoma",Giant cell sarcoma
"88033, Small cell sarcoma",Small cell sarcoma
"88043, Epithelioid sarcoma, NOS","Epithelioid sarcoma, NOS"
"88053, Undifferentiated sarcoma",Undifferentiated sarcoma
"88063, Desmoplastic small round cell tumor",Desmoplastic small round cell tumor
"88101, Cellular fibroma",Cellular fibroma
"88103, Fibrosarcoma, NOS","Fibrosarcoma, NOS"
"88111, Myxoinflammatory fibroblastic sarcoma",Myxoinflammatory fibroblastic sarcoma
"88113, Myxofibrosarcoma",Myxofibrosarcoma
"88123, Periosteal fibrosarcoma",Periosteal fibrosarcoma
"88131, Palmar/plantar type fibromatosis",Palmar/plantar type fibromatosis
"88133, Fascial fibrosarcoma",Fascial fibrosarcoma
"88143, Infantile fibrosarcoma",Infantile fibrosarcoma
"88151, Solitary fibrous tumor, NOS","Solitary fibrous tumor, NOS"
"88153, Solitary fibrous tumor, malignant","Solitary fibrous tumor, malignant"
"88211, Aggressive fibromatosis",Aggressive fibromatosis
"88221, Abdominal fibromatosis",Abdominal fibromatosis
"88231, Desmoplastic fibroma",Desmoplastic fibroma
"88241, Myofibromatosis",Myofibromatosis
"88251, Myofibroblastic tumor, NOS","Myofibroblastic tumor, NOS"
"88253, Myofibroblastic sarcoma",Myofibroblastic sarcoma
"88271, Myofibroblastic tumor, peribronchial","Myofibroblastic tumor, peribronchial"
"88301, Atypical fibrous histiocytoma",Atypical fibrous histiocytoma
"88303, Malignant fibrous histiocytoma",Malignant fibrous histiocytoma
"88321, Dermatofibrosarcoma protuberans, NOS","Dermatofibrosarcoma protuberans, NOS"
"88323, Dermatofibrosarcoma protuberans, fibrosarcomatous","Dermatofibrosarcoma protuberans, fibrosarcomatous"
"88331, Pigmented dermatofibrosarcoma protuberans",Pigmented dermatofibrosarcoma protuberans
"88341, Giant cell fibroblastoma",Giant cell fibroblastoma
"88351, Plexiform fibrohistiocytic tumor",Plexiform fibrohistiocytic tumor
"88361, Angiomatoid fibrous histiocytoma",Angiomatoid fibrous histiocytoma
"88403, Myxosarcoma",Myxosarcoma
"88423, Ossifying fibromyxoid tumor, malignant","Ossifying fibromyxoid tumor, malignant"
"88501, Atypical lipomatous tumor",Atypical lipomatous tumor
"88503, Liposarcoma, NOS","Liposarcoma, NOS"
"88511, Lipofibromatosis",Lipofibromatosis
"88513, Liposarcoma, well differentiated, NOS","Liposarcoma, well differentiated, NOS"
"88523, Myxoid liposarcoma",Myxoid liposarcoma
"88533, Round cell liposarcoma",Round cell liposarcoma
"88543, Pleomorphic liposarcoma",Pleomorphic liposarcoma
"88553, Mixed liposarcoma",Mixed liposarcoma
"88573, Fibroblastic liposarcoma",Fibroblastic liposarcoma
"88583, Dedifferentiated liposarcoma",Dedifferentiated liposarcoma
"88601, Angiomyolipoma, epithelioid","Angiomyolipoma, epithelioid"
"88901, Leiomyomatosis, NOS","Leiomyomatosis, NOS"
"88903, Leiomyosarcoma, NOS","Leiomyosarcoma, NOS"
"88913, Epithelioid leiomyosarcoma",Epithelioid leiomyosarcoma
"88943, Angiomyosarcoma",Angiomyosarcoma
"88953, Myosarcoma",Myosarcoma
"88963, Myxoid leiomyosarcoma",Myxoid leiomyosarcoma
"88971, Smooth muscle tumor of uncertain malignant potential",Smooth muscle tumor of uncertain malignant potential
"88981, Metastasizing leiomyoma",Metastasizing leiomyoma
"89003, Rhabdomyosarcoma, NOS","Rhabdomyosarcoma, NOS"
"89013, Pleomorphic rhabdomyosarcoma, adult type","Pleomorphic rhabdomyosarcoma, adult type"
"89023, Mixed type rhabdomyosarcoma",Mixed type rhabdomyosarcoma
"89103, Embryonal rhabdomyosarcoma, NOS","Embryonal rhabdomyosarcoma, NOS"
"89123, Spindle cell rhabdomyosarcoma",Spindle cell rhabdomyosarcoma
"89203, Alveolar rhabdomyosarcoma",Alveolar rhabdomyosarcoma
"89213, Ectomesenchymoma",Ectomesenchymoma
"89303, Endometrial stromal sarcoma, NOS","Endometrial stromal sarcoma, NOS"
"89313, Endometrial stromal sarcoma, low grade","Endometrial stromal sarcoma, low grade"
"89333, Adenosarcoma",Adenosarcoma
"89343, Carcinofibroma",Carcinofibroma
"89351, Stromal tumor, NOS","Stromal tumor, NOS"
"89353, Stromal sarcoma, NOS","Stromal sarcoma, NOS"
"89363, Gastrointestinal stromal tumor",Gastrointestinal stromal tumor
"89403, Mixed tumor, malignant, NOS","Mixed tumor, malignant, NOS"
"89413, Carcinoma ex pleomorphic adenoma",Carcinoma ex pleomorphic adenoma
"89503, Mullerian mixed tumor",Mullerian mixed tumor
"89513, Mesodermal mixed tumor",Mesodermal mixed tumor
"89591, Cystic partially differentiated nephroblastoma",Cystic partially differentiated nephroblastoma
"89593, Malignant cystic nephroma",Malignant cystic nephroma
"89601, Mesoblastic nephroma",Mesoblastic nephroma
"89603, Nephroblastoma, NOS","Nephroblastoma, NOS"
"89633, Rhabdoid tumor, NOS","Rhabdoid tumor, NOS"
"89643, Clear cell sarcoma of kidney",Clear cell sarcoma of kidney
"89703, Hepatoblastoma, NOS","Hepatoblastoma, NOS"
"89713, Pancreatoblastoma",Pancreatoblastoma
"89723, Pulmonary blastoma",Pulmonary blastoma
"89733, Pleuropulmonary blastoma",Pleuropulmonary blastoma
"89741, Sialoblastoma",Sialoblastoma
"89751, Calcifying nested stromal-epithelial tumor",Calcifying nested stromal-epithelial tumor
"89803, Carcinosarcoma, NOS","Carcinosarcoma, NOS"
"89813, Carcinosarcoma, embryonal","Carcinosarcoma, embryonal"
"89823, Myoepithelial carcinoma",Myoepithelial carcinoma
"89833, Adenomyoepithelioma with carcinoma",Adenomyoepithelioma with carcinoma
"89901, Mesenchymoma, NOS","Mesenchymoma, NOS"
"89903, Mesenchymoma, malignant","Mesenchymoma, malignant"
"89913, Embryonal sarcoma",Embryonal sarcoma
"90001, Brenner tumor, borderline malignancy","Brenner tumor, borderline malignancy"
"90003, Brenner tumor, malignant","Brenner tumor, malignant"
"90141, Serous adenofibroma of borderline malignancy",Serous adenofibroma of borderline malignancy
"90143, Serous adenocarcinofibroma",Serous adenocarcinofibroma
"90151, Mucinous adenofibroma of borderline malignancy",Mucinous adenofibroma of borderline malignancy
"90153, Mucinous adenocarcinofibroma",Mucinous adenocarcinofibroma
"90201, Phyllodes tumor, borderline","Phyllodes tumor, borderline"
"90203, Phyllodes tumor, malignant","Phyllodes tumor, malignant"
"90403, Synovial sarcoma, NOS","Synovial sarcoma, NOS"
"90413, Synovial sarcoma, spindle cell","Synovial sarcoma, spindle cell"
"90423, Synovial sarcoma, epithelioid cell","Synovial sarcoma, epithelioid cell"
"90433, Synovial sarcoma, biphasic","Synovial sarcoma, biphasic"
"90443, Clear cell sarcoma, NOS","Clear cell sarcoma, NOS"
"90453, Biphenotypic sinonasal sarcoma",Biphenotypic sinonasal sarcoma
"90503, Mesothelioma, malignant","Mesothelioma, malignant"
"90513, Fibrous mesothelioma, malignant","Fibrous mesothelioma, malignant"
"90521, Well differentiated papillary mesothelioma of pleura",Well differentiated papillary mesothelioma of pleura
"90523, Epithelioid mesothelioma, malignant","Epithelioid mesothelioma, malignant"
"90533, Mesothelioma, biphasic, malignant","Mesothelioma, biphasic, malignant"
"90603, Dysgerminoma",Dysgerminoma
"90613, Seminoma, NOS","Seminoma, NOS"
"90623, Seminoma, anaplastic","Seminoma, anaplastic"
"90633, Spermatocytic seminoma",Spermatocytic seminoma
"90642, Intratubular malignant germ cells",Intratubular malignant germ cells
"90643, Germinoma",Germinoma
"90653, Germ cell tumor, nonseminomatous","Germ cell tumor, nonseminomatous"
"90703, Embryonal carcinoma, NOS","Embryonal carcinoma, NOS"
"90713, Yolk sac tumor, NOS","Yolk sac tumor, NOS"
"90723, Polyembryoma",Polyembryoma
"90731, Gonadoblastoma",Gonadoblastoma
"90801, Teratoma, NOS","Teratoma, NOS"
"90803, Teratoma, malignant, NOS","Teratoma, malignant, NOS"
"90813, Teratocarcinoma",Teratocarcinoma
"90823, Malignant teratoma, undifferentiated","Malignant teratoma, undifferentiated"
"90833, Malignant teratoma, intermediate","Malignant teratoma, intermediate"
"90843, Teratoma with malignant transformation",Teratoma with malignant transformation
"90853, Mixed germ cell tumor",Mixed germ cell tumor
"90863, Germ cell tumor with associated hematological malignancy",Germ cell tumor with associated hematological malignancy
"90903, Struma ovarii, malignant","Struma ovarii, malignant"
"90911, Strumal carcinoid",Strumal carcinoid
"91001, Invasive hydatidiform mole",Invasive hydatidiform mole
"91003, Choriocarcinoma, NOS","Choriocarcinoma, NOS"
"91013, Choriocarcinoma combined with other germ cell elements",Choriocarcinoma combined with other germ cell elements
"91023, Malignant teratoma, trophoblastic","Malignant teratoma, trophoblastic"
"91041, Placental site trophoblastic tumor",Placental site trophoblastic tumor
"91053, Trophoblastic tumor, epithelioid","Trophoblastic tumor, epithelioid"
"91101, Wolffian tumor",Wolffian tumor
"91103, Mesonephroma, malignant","Mesonephroma, malignant"
"91203, Hemangiosarcoma",Hemangiosarcoma
"91243, Kupffer cell sarcoma",Kupffer cell sarcoma
"91301, Hemangioendothelioma, NOS","Hemangioendothelioma, NOS"
"91303, Hemangioendothelioma, malignant","Hemangioendothelioma, malignant"
"91333, Epithelioid hemangioendothelioma, NOS","Epithelioid hemangioendothelioma, NOS"
"91351, Papillary intralymphatic angioendothelioma",Papillary intralymphatic angioendothelioma
"91361, Spindle cell hemangioendothelioma",Spindle cell hemangioendothelioma
"91373, Intimal sarcoma",Intimal sarcoma
"91381, Pseudomyogenic",Pseudomyogenic
"91403, Kaposi sarcoma",Kaposi sarcoma
"91611, Hemangioblastoma",Hemangioblastoma
"91703, Lymphangiosarcoma",Lymphangiosarcoma
"91741, Lymphangioleiomyomatosis",Lymphangioleiomyomatosis
"91803, Osteosarcoma, NOS","Osteosarcoma, NOS"
"91813, Chondroblastic osteosarcoma",Chondroblastic osteosarcoma
"91823, Fibroblastic osteosarcoma",Fibroblastic osteosarcoma
"91833, Telangiectatic osteosarcoma",Telangiectatic osteosarcoma
"91843, Osteosarcoma in Paget disease of bone",Osteosarcoma in Paget disease of bone
"91853, Small cell osteosarcoma",Small cell osteosarcoma
"91863, Central osteosarcoma, NOS","Central osteosarcoma, NOS"
"91873, Low grade central osteosarcoma",Low grade central osteosarcoma
"91923, Parosteal osteosarcoma",Parosteal osteosarcoma
"91933, Periosteal osteosarcoma",Periosteal osteosarcoma
"91943, High grade surface osteosarcoma",High grade surface osteosarcoma
"91953, Intracortical osteosarcoma",Intracortical osteosarcoma
"92001, Aggressive osteoblastoma",Aggressive osteoblastoma
"92101, Osteochondromatosis, NOS","Osteochondromatosis, NOS"
"92201, Chondromatosis, NOS","Chondromatosis, NOS"
"92203, Chondrosarcoma, NOS","Chondrosarcoma, NOS"
"92213, Periosteal chondrosarcoma",Periosteal chondrosarcoma
"92221, Atypical cartilaginous tumor",Atypical cartilaginous tumor
"92301, Chondroblastoma, NOS","Chondroblastoma, NOS"
"92303, Chondroblastoma, malignant","Chondroblastoma, malignant"
"92313, Myxoid chondrosarcoma",Myxoid chondrosarcoma
"92403, Mesenchymal chondrosarcoma",Mesenchymal chondrosarcoma
"92423, Clear cell chondrosarcoma",Clear cell chondrosarcoma
"92433, Dedifferentiated chondrosarcoma",Dedifferentiated chondrosarcoma
"92501, Giant cell tumor of bone, NOS","Giant cell tumor of bone, NOS"
"92503, Giant cell tumor of bone, malignant","Giant cell tumor of bone, malignant"
"92511, Giant cell tumor of soft parts, NOS","Giant cell tumor of soft parts, NOS"
"92513, Malignant giant cell tumor of soft parts",Malignant giant cell tumor of soft parts
"92521, Tenosynovial giant cell tumor, diffuse","Tenosynovial giant cell tumor, diffuse"
"92523, Malignant tenosynovial giant cell tumor",Malignant tenosynovial giant cell tumor
"92613, Adamantinoma of long bones",Adamantinoma of long bones
"92701, Odontogenic tumor, NOS","Odontogenic tumor, NOS"
"92703, Odontogenic tumor, malignant","Odontogenic tumor, malignant"
"92903, Ameloblastic odontosarcoma",Ameloblastic odontosarcoma
"93023, Ghost cell odontogenic carcinoma",Ghost cell odontogenic carcinoma
"93103, Ameloblastoma, metastasizing","Ameloblastoma, metastasizing"
"93303, Ameloblastic fibrosarcoma",Ameloblastic fibrosarcoma
"93413, Clear cell odontogenic carcinoma",Clear cell odontogenic carcinoma
"93423, Odontogenic carcinosarcoma",Odontogenic carcinosarcoma
"93501, Craniopharyngioma, NOS","Craniopharyngioma, NOS"
"93511, Craniopharyngioma, adamantinomatous","Craniopharyngioma, adamantinomatous"
"93521, Craniopharyngioma, papillary","Craniopharyngioma, papillary"
"93601, Pinealoma",Pinealoma
"93611, Pineocytoma",Pineocytoma
"93623, Pineoblastoma",Pineoblastoma
"93643, Ewing sarcoma",Ewing sarcoma
"93653, Askin tumor",Askin tumor
"93703, Chordoma, NOS","Chordoma, NOS"
"93713, Chondroid chordoma",Chondroid chordoma
"93723, Dedifferentiated chordoma",Dedifferentiated chordoma
"93803, Glioma, malignant","Glioma, malignant"
"93813, Gliomatosis cerebri",Gliomatosis cerebri
"93823, Oligoastrocytoma, NOS","Oligoastrocytoma, NOS"
"93831, Subependymoma",Subependymoma
"93841, Subependymal giant cell astrocytoma",Subependymal giant cell astrocytoma
"93853, Diffuse midline glioma, H3 K27M-mutant","Diffuse midline glioma, H3 K27M-mutant"
"93901, Atypical choroid plexus papilloma",Atypical choroid plexus papilloma
"93903, Choroid plexus carcinoma",Choroid plexus carcinoma
"93911, Sellar ependymoma",Sellar ependymoma
"93913, Ependymoma, NOS","Ependymoma, NOS"
"93923, Ependymoma, anaplastic","Ependymoma, anaplastic"
"93933, Papillary ependymoma",Papillary ependymoma
"93941, Myxopapillary ependymoma",Myxopapillary ependymoma
"93953, Papillary tumor of pineal region",Papillary tumor of pineal region
"93963, Ependymoma, RELA fusion positive","Ependymoma, RELA fusion positive"
"94003, Astrocytoma, NOS","Astrocytoma, NOS"
"94013, Astrocytoma, anaplastic, NOS","Astrocytoma, anaplastic, NOS"
"94103, Protoplasmic astrocytoma",Protoplasmic astrocytoma
"94113, Gemistocytic astrocytoma, NOS","Gemistocytic astrocytoma, NOS"
"94121, Desmoplastic infantile astrocytoma",Desmoplastic infantile astrocytoma
"94203, Fibrillary astrocytoma",Fibrillary astrocytoma
"94211, Pilocytic astrocytoma",Pilocytic astrocytoma
"94233, Polar spongioblastoma",Polar spongioblastoma
"94243, Pleomorphic xanthoastrocytoma, NOS","Pleomorphic xanthoastrocytoma, NOS"
"94253, Pilomyxoid astrocytoma",Pilomyxoid astrocytoma
"94303, Astroblastoma",Astroblastoma
"94311, Angiocentric glioma",Angiocentric glioma
"94321, Pituicytoma",Pituicytoma
"94403, Glioblastoma, NOS","Glioblastoma, NOS"
"94413, Giant cell glioblastoma",Giant cell glioblastoma
"94421, Gliofibroma",Gliofibroma
"94423, Gliosarcoma",Gliosarcoma
"94441, Chordoid glioma",Chordoid glioma
"94453, Glioblastoma, IDH-mutant","Glioblastoma, IDH-mutant"
"94503, Oligodendroglioma, NOS","Oligodendroglioma, NOS"
"94513, Oligodendroglioma, anaplastic, NOS","Oligodendroglioma, anaplastic, NOS"
"94603, Oligodendroblastoma",Oligodendroblastoma
"94703, Medulloblastoma, NOS","Medulloblastoma, NOS"
"94713, Desmoplastic nodular medulloblastoma",Desmoplastic nodular medulloblastoma
"94723, Medullomyoblastoma",Medullomyoblastoma
"94733, CNS embryonal tumor, NOS","CNS embryonal tumor, NOS"
"94743, Large cell medulloblastoma",Large cell medulloblastoma
"94753, Medulloblastoma, WNT-activated, NOS","Medulloblastoma, WNT-activated, NOS"
"94763, Medulloblastoma, SHH-activated and TP53-mutant","Medulloblastoma, SHH-activated and TP53-mutant"
"94773, Medulloblastoma, non-WNT/non-SHH","Medulloblastoma, non-WNT/non-SHH"
"94783, Embryonal tumor with multilayered rosettes with C19MC alteration",Embryonal tumor with multilayered rosettes with C19MC alteration
"94803, Cerebellar sarcoma, NOS","Cerebellar sarcoma, NOS"
"94903, Ganglioneuroblastoma",Ganglioneuroblastoma
"95003, Neuroblastoma, NOS","Neuroblastoma, NOS"
"95013, Medulloepithelioma, NOS","Medulloepithelioma, NOS"
"95023, Teratoid medulloepithelioma, NOS","Teratoid medulloepithelioma, NOS"
"95033, Neuroepithelioma, NOS","Neuroepithelioma, NOS"
"95043, Spongioneuroblastoma",Spongioneuroblastoma
"95051, Ganglioglioma, NOS","Ganglioglioma, NOS"
"95053, Ganglioglioma, anaplastic","Ganglioglioma, anaplastic"
"95061, Central neurocytoma",Central neurocytoma
"95083, Atypical teratoid/rhabdoid tumor",Atypical teratoid/rhabdoid tumor
"95091, Papillary glioneuronal tumor",Papillary glioneuronal tumor
"95103, Retinoblastoma, NOS","Retinoblastoma, NOS"
"95113, Retinoblastoma, differentiated","Retinoblastoma, differentiated"
"95123, Retinoblastoma, undifferentiated","Retinoblastoma, undifferentiated"
"95133, Retinoblastoma, diffuse","Retinoblastoma, diffuse"
"95141, Retinoblastoma, spontaneously regressed","Retinoblastoma, spontaneously regressed"
"95203, Olfactory neurogenic tumor",Olfactory neurogenic tumor
"95213, Olfactory neurocytoma",Olfactory neurocytoma
"95223, Olfactory neuroblastoma",Olfactory neuroblastoma
"95233, Olfactory neuroepithelioma",Olfactory neuroepithelioma
"95303, Meningioma, malignant","Meningioma, malignant"
"95381, Clear cell meningioma",Clear cell meningioma
"95383, Papillary meningioma",Papillary meningioma
"95391, Atypical meningioma",Atypical meningioma
"95393, Meningeal sarcomatosis",Meningeal sarcomatosis
"95403, Malignant peripheral nerve sheath tumor, NOS","Malignant peripheral nerve sheath tumor, NOS"
"95423, Malignant peripheral nerve sheath tumor, epithelioid","Malignant peripheral nerve sheath tumor, epithelioid"
"95601, Melanotic schwannoma",Melanotic schwannoma
"95603, Neurilemoma, malignant","Neurilemoma, malignant"
"95613, Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation",Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation
"95713, Perineurioma, malignant","Perineurioma, malignant"
"95803, Granular cell tumor, malignant","Granular cell tumor, malignant"
"95813, Alveolar soft part sarcoma",Alveolar soft part sarcoma
"95903, Malignant lymphoma, NOS","Malignant lymphoma, NOS"
"95911, Monoclonal B-cell lymphocytosis, NOS","Monoclonal B-cell lymphocytosis, NOS"
"95913, Malignant lymphoma, non-Hodgkin, NOS","Malignant lymphoma, non-Hodgkin, NOS"
"95963, Composite Hodgkin and non-Hodgkin lymphoma",Composite Hodgkin and non-Hodgkin lymphoma
"95973, Primary cutaneous follicle center lymphoma",Primary cutaneous follicle center lymphoma
"96503, Hodgkin lymphoma, NOS","Hodgkin lymphoma, NOS"
"96513, Hodgkin lymphoma, lymphocyte-rich","Hodgkin lymphoma, lymphocyte-rich"
"96523, Hodgkin lymphoma, mixed cellularity, NOS","Hodgkin lymphoma, mixed cellularity, NOS"
"96533, Hodgkin lymphoma, lymphocyte depletion, NOS","Hodgkin lymphoma, lymphocyte depletion, NOS"
"96543, Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis","Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis"
"96553, Hodgkin lymphoma, lymphocyte depletion, reticular","Hodgkin lymphoma, lymphocyte depletion, reticular"
"96593, Hodgkin lymphoma, nodular lymphocyte predominant","Hodgkin lymphoma, nodular lymphocyte predominant"
"96613, Hodgkin granuloma",Hodgkin granuloma
"96623, Hodgkin sarcoma",Hodgkin sarcoma
"96633, Hodgkin lymphoma, nodular sclerosis, NOS","Hodgkin lymphoma, nodular sclerosis, NOS"
"96643, Hodgkin lymphoma, nodular sclerosis, cellular phase","Hodgkin lymphoma, nodular sclerosis, cellular phase"
"96653, Hodgkin lymphoma, nodular sclerosis, grade 1","Hodgkin lymphoma, nodular sclerosis, grade 1"
"96673, Hodgkin lymphoma, nodular sclerosis, grade 2","Hodgkin lymphoma, nodular sclerosis, grade 2"
"96713, Lymphoplasmacytic lymphoma",Lymphoplasmacytic lymphoma
"96731, In situ mantle cell neoplasia",In situ mantle cell neoplasia
"96733, Mantle cell lymphoma",Mantle cell lymphoma
"96753, Malignant lymphoma, mixed small and large cell, diffuse","Malignant lymphoma, mixed small and large cell, diffuse"
"96783, Primary effusion lymphoma",Primary effusion lymphoma
"96793, Mediastinal large B-cell lymphoma",Mediastinal large B-cell lymphoma
"96801, EBV positive mucocutaneous ulcer",EBV positive mucocutaneous ulcer
"96803, Diffuse large B-cell lymphoma, NOS","Diffuse large B-cell lymphoma, NOS"
"96843, Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS","Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS"
"96873, Burkitt lymphoma, NOS","Burkitt lymphoma, NOS"
"96883, T-cell/histiocyte rich large B-cell lymphoma",T-cell/histiocyte rich large B-cell lymphoma
"96893, Splenic marginal zone B-cell lymphoma",Splenic marginal zone B-cell lymphoma
"96903, Follicular lymphoma, NOS","Follicular lymphoma, NOS"
"96913, Follicular lymphoma, grade 2","Follicular lymphoma, grade 2"
"96951, In situ follicular neoplasia",In situ follicular neoplasia
"96953, Follicular lymphoma, grade 1","Follicular lymphoma, grade 1"
"96983, Follicular lymphoma, grade 3","Follicular lymphoma, grade 3"
"96993, Marginal zone B-cell lymphoma, NOS","Marginal zone B-cell lymphoma, NOS"
"97003, Mycosis fungoides",Mycosis fungoides
"97013, Sezary syndrome",Sezary syndrome
"97021, Indolent T-cell lymphoproliferative disorder of gastrointestinal tract",Indolent T-cell lymphoproliferative disorder of gastrointestinal tract
"97023, Mature T-cell lymphoma, NOS","Mature T-cell lymphoma, NOS"
"97053, Angioimmunoblastic T-cell lymphoma",Angioimmunoblastic T-cell lymphoma
"97083, Subcutaneous panniculitis-like T-cell lymphoma",Subcutaneous panniculitis-like T-cell lymphoma
"97091, Primary cutaneous CD4 positive small/medium T-cell lymphoproliferative disorder",Primary cutaneous CD4 positive small/medium T-cell lymphoproliferative disorder
"97093, Cutaneous T-cell lymphoma, NOS","Cutaneous T-cell lymphoma, NOS"
"97123, Intravascular large B-cell lymphoma",Intravascular large B-cell lymphoma
"97143, Anaplastic large cell lymphoma, T-cell and Null-cell type","Anaplastic large cell lymphoma, T-cell and Null-cell type"
"97153, Anaplastic large cell lymphoma, ALK negative","Anaplastic large cell lymphoma, ALK negative"
"97163, Hepatosplenic T-cell lymphoma",Hepatosplenic T-cell lymphoma
"97173, Intestinal T-cell lymphoma",Intestinal T-cell lymphoma
"97181, Primary cutaneous CD30 positive T-cell lymphoproliferative disorder",Primary cutaneous CD30 positive T-cell lymphoproliferative disorder
"97183, Primary cutaneous anaplastic large cell lymphoma",Primary cutaneous anaplastic large cell lymphoma
"97193, NK/T-cell lymphoma, nasal and nasal type","NK/T-cell lymphoma, nasal and nasal type"
"97243, Systemic EBV positive T-cell lymphoproliferative disease of childhood",Systemic EBV positive T-cell lymphoproliferative disease of childhood
"97251, Hydroa vacciniforme-like lymphoproliferative disorder",Hydroa vacciniforme-like lymphoproliferative disorder
"97263, Primary cutaneous gamma-delta T-cell lymphoma",Primary cutaneous gamma-delta T-cell lymphoma
"97273, Precursor cell lymphoblastic lymphoma, NOS","Precursor cell lymphoblastic lymphoma, NOS"
"97313, Plasmacytoma, NOS","Plasmacytoma, NOS"
"97323, Plasma cell myeloma",Plasma cell myeloma
"97333, Plasma cell leukemia",Plasma cell leukemia
"97343, Plasmacytoma, extramedullary","Plasmacytoma, extramedullary"
"97353, Plasmablastic lymphoma",Plasmablastic lymphoma
"97373, ALK positive large B-cell lymphoma",ALK positive large B-cell lymphoma
"97383, HHV8 positive diffuse large B-cell lymphoma",HHV8 positive diffuse large B-cell lymphoma
"97401, Mastocytoma, NOS","Mastocytoma, NOS"
"97403, Mast cell sarcoma",Mast cell sarcoma
"97411, Indolent systemic mastocytosis",Indolent systemic mastocytosis
"97413, Malignant mastocytosis",Malignant mastocytosis
"97423, Mast cell leukemia",Mast cell leukemia
"97493, Erdheim-Chester disease",Erdheim-Chester disease
"97503, Malignant histiocytosis",Malignant histiocytosis
"97511, Langerhans cell histiocytosis, NOS","Langerhans cell histiocytosis, NOS"
"97513, Langerhans cell histiocytosis, disseminated","Langerhans cell histiocytosis, disseminated"
"97553, Histiocytic sarcoma",Histiocytic sarcoma
"97563, Langerhans cell sarcoma",Langerhans cell sarcoma
"97573, Interdigitating dendritic cell sarcoma",Interdigitating dendritic cell sarcoma
"97583, Follicular dendritic cell sarcoma",Follicular dendritic cell sarcoma
"97593, Fibroblastic reticular cell tumor",Fibroblastic reticular cell tumor
"97603, Immunoproliferative disease, NOS","Immunoproliferative disease, NOS"
"97611, IgM monoclonal gammopathy of undetermined significance",IgM monoclonal gammopathy of undetermined significance
"97613, Waldenstrom macroglobulinemia",Waldenstrom macroglobulinemia
"97623, Heavy chain disease, NOS","Heavy chain disease, NOS"
"97643, Immunoproliferative small intestinal disease",Immunoproliferative small intestinal disease
"97651, Monoclonal gammopathy of undetermined significance, NOS","Monoclonal gammopathy of undetermined significance, NOS"
"97661, Angiocentric immunoproliferative lesion",Angiocentric immunoproliferative lesion
"97663, Lymphomatoid granulomatosis, grade 3","Lymphomatoid granulomatosis, grade 3"
"97671, Angioimmunoblastic lymphadenopathy",Angioimmunoblastic lymphadenopathy
"97681, T-gamma lymphoproliferative disease",T-gamma lymphoproliferative disease
"97691, Immunoglobulin deposition disease",Immunoglobulin deposition disease
"98003, Leukemia, NOS","Leukemia, NOS"
"98013, Acute leukemia, NOS","Acute leukemia, NOS"
"98053, Acute biphenotypic leukemia",Acute biphenotypic leukemia
"98063, Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1",Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1
"98073, Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged",Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged
"98083, Mixed phenotype acute leukemia, B/myeloid, NOS","Mixed phenotype acute leukemia, B/myeloid, NOS"
"98093, Mixed phenotype acute leukemia, T/myeloid, NOS","Mixed phenotype acute leukemia, T/myeloid, NOS"
"98113, B lymphoblastic leukemia/lymphoma, NOS","B lymphoblastic leukemia/lymphoma, NOS"
"98123, B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1",B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1
"98133, B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged",B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged
"98143, B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1",B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1
"98153, B lymphoblastic leukemia/lymphoma with hyperdiploidy",B lymphoblastic leukemia/lymphoma with hyperdiploidy
"98163, B lymphoblastic leukemia/lymphoma with hypodiploidy",B lymphoblastic leukemia/lymphoma with hypodiploidy
"98173, B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH",B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH
"98183, B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1",B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1
"98193, B lymphoblastic leukemia/lymphoma, BCR-ABL1-like","B lymphoblastic leukemia/lymphoma, BCR-ABL1-like"
"98203, Lymphoid leukemia, NOS","Lymphoid leukemia, NOS"
"98231, Monoclonal B-cell lymphocytosis, CLL type","Monoclonal B-cell lymphocytosis, CLL type"
"98233, B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma",B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma
"98273, Adult T-cell leukemia/lymphoma",Adult T-cell leukemia/lymphoma
