label,text
"C03AA08, Methyclothiazide",Methyclothiazide
"C03AA09, Cyclothiazide",Cyclothiazide
"C03AA13, Mebutizide",Mebutizide
"C03AB, Thiazidesandpotassiumincombination",Thiazidesandpotassiumincombination
"C03AB01, Bendroflumethiazideandpotassium",Bendroflumethiazideandpotassium
"C03AB02, Hydroflumethiazideandpotassium",Hydroflumethiazideandpotassium
"C03AB03, Hydrochlorothiazideandpotassium",Hydrochlorothiazideandpotassium
"C03AB04, Chlorothiazideandpotassium",Chlorothiazideandpotassium
"C03AB05, Polythiazideandpotassium",Polythiazideandpotassium
"C03AB06, Trichlormethiazideandpotassium",Trichlormethiazideandpotassium
"C03AB07, Cyclopenthiazideandpotassium",Cyclopenthiazideandpotassium
"C03AB08, Methyclothiazideandpotassium",Methyclothiazideandpotassium
"C03AB09, Cyclothiazideandpotassium",Cyclothiazideandpotassium
"C03AH, Thiazides,combinationswithpsycholepticsand/oranalgesics","Thiazides,combinationswithpsycholepticsand/oranalgesics"
"C03AH01, Chlorothiazide,combinations","Chlorothiazide,combinations"
"C03AH02, Hydroflumethiazide,combinations","Hydroflumethiazide,combinations"
"C03AX, Thiazides,combinationswithotherdrugs","Thiazides,combinationswithotherdrugs"
"C03AX01, Hydrochlorothiazide,combinations","Hydrochlorothiazide,combinations"
"C03B, Low-ceiling diuretics, excluding thiazides","Low-ceiling diuretics, excluding thiazides"
"C03BA, Sulfonamides,plain","Sulfonamides,plain"
"C03BA02, Quinethazone",Quinethazone
"C03BA03, Clopamide",Clopamide
"C03BA04, Chlortalidone",Chlortalidone
"C03BA05, Mefruside",Mefruside
"C03BA07, Clofenamide",Clofenamide
"C03BA08, Metolazone",Metolazone
"C03BA09, Meticrane",Meticrane
"C03BA10, Xipamide",Xipamide
"C03BA11, Indapamide",Indapamide
"C03BA12, Clorexolone",Clorexolone
"C03BA13, Fenquizone",Fenquizone
"C03BA82, Clorexolone,combinationswithpsycholeptics","Clorexolone,combinationswithpsycholeptics"
"C03BB, Sulfonamidesandpotassiumincombination",Sulfonamidesandpotassiumincombination
"C03BB02, Quinethazoneandpotassium",Quinethazoneandpotassium
"C03BB03, Clopamideandpotassium",Clopamideandpotassium
"C03BB04, Chlortalidoneandpotassium",Chlortalidoneandpotassium
"C03BB05, Mefrusideandpotassium",Mefrusideandpotassium
"C03BB07, Clofenamideandpotassium",Clofenamideandpotassium
"C03BC, Mercurialdiuretics",Mercurialdiuretics
"C03BC01, Mersalyl",Mersalyl
"C03BD, Xanthinederivatives",Xanthinederivatives
"C03BD01, Theobromine",Theobromine
"C03BX, Otherlow-ceilingdiuretics",Otherlow-ceilingdiuretics
"C03BX03, Cicletanine",Cicletanine
"C03C, High-ceiling diuretics",High-ceiling diuretics
"C03CA, Sulfonamides,plain","Sulfonamides,plain"
"C03CA01, Furosemide",Furosemide
"C03CA02, Bumetanide",Bumetanide
"C03CA03, Piretanide",Piretanide
"C03CA04, Torasemide",Torasemide
"C03CB, Sulfonamidesandpotassiumincombination",Sulfonamidesandpotassiumincombination
"C03CB01, Furosemideandpotassium",Furosemideandpotassium
"C03CB02, Bumetanideandpotassium",Bumetanideandpotassium
"C03CC, Aryloxyaceticacidderivatives",Aryloxyaceticacidderivatives
"C03CC01, Etacrynicacid",Etacrynicacid
"C03CC02, Tienilicacid",Tienilicacid
"C03CD, Pyrazolonederivatives",Pyrazolonederivatives
"C03CD01, Muzolimine",Muzolimine
"C03CX, Otherhigh-ceilingdiuretics",Otherhigh-ceilingdiuretics
"C03CX01, Etozolin",Etozolin
"C03D, Potassium-sparing agents",Potassium-sparing agents
"C03DA, Aldosteroneantagonists",Aldosteroneantagonists
"C03DA01, Spironolactone",Spironolactone
"C03DA02, Potassiumcanrenoate",Potassiumcanrenoate
"C03DA03, Canrenone",Canrenone
"C03DA04, Eplerenone",Eplerenone
"C03DB, Otherpotassium-sparingagents",Otherpotassium-sparingagents
"C03DB01, Amiloride",Amiloride
"C03DB02, Triamterene",Triamterene
"C03E, Diuretics and potassium-sparing agents in combination",Diuretics and potassium-sparing agents in combination
"C03EA, Low-ceilingdiureticsandpotassium-sparingagents",Low-ceilingdiureticsandpotassium-sparingagents
"C03EA01, Hydrochlorothiazideandpotassium-sparingagents",Hydrochlorothiazideandpotassium-sparingagents
"C03EA02, Trichlormethiazideandpotassium-sparingagents",Trichlormethiazideandpotassium-sparingagents
"C03EA03, Epitizideandpotassium-sparingagents",Epitizideandpotassium-sparingagents
"C03EA04, Altizideandpotassium-sparingagents",Altizideandpotassium-sparingagents
"C03EA05, Mebutizideandpotassium-sparingagents",Mebutizideandpotassium-sparingagents
"C03EA06, Chlortalidoneandpotassium-sparingagents",Chlortalidoneandpotassium-sparingagents
"C03EA07, Cyclopenthiazideandpotassium-sparingagents",Cyclopenthiazideandpotassium-sparingagents
"C03EA12, Metolazoneandpotassium-sparingagents",Metolazoneandpotassium-sparingagents
"C03EA13, Bendroflumethiazideandpotassium-sparingagents",Bendroflumethiazideandpotassium-sparingagents
"C03EA14, Butizideandpotassium-sparingagents",Butizideandpotassium-sparingagents
"C03EB, High-ceilingdiureticsandpotassium-sparingagents",High-ceilingdiureticsandpotassium-sparingagents
"C03EB01, Furosemideandpotassium-sparingagents",Furosemideandpotassium-sparingagents
"C03EB02, Bumetanideandpotassium-sparingagents",Bumetanideandpotassium-sparingagents
"C03X, Other diuretics",Other diuretics
"C03XA, Vasopressinantagonists",Vasopressinantagonists
"C03XA01, Tolvaptan",Tolvaptan
"C03XA02, Conivaptan",Conivaptan
"C04, Peripheral vasodilators",Peripheral vasodilators
"C04A, Peripheral vasodilators",Peripheral vasodilators
"C04AA, 2-amino-1-phenylethanolderivatives",2-amino-1-phenylethanolderivatives
"C04AA01, Isoxsuprine",Isoxsuprine
"C04AA02, Buphenine",Buphenine
"C04AA31, Bamethan",Bamethan
"C04AB, Imidazolinederivatives",Imidazolinederivatives
"C04AB01, Phentolamine",Phentolamine
"C04AB02, Tolazoline",Tolazoline
"C04AC, Nicotinicacidandderivatives",Nicotinicacidandderivatives
"C04AC01, Nicotinicacid",Nicotinicacid
"C04AC02, Nicotinylalcohol(pyridylcarbinol)",Nicotinylalcohol(pyridylcarbinol)
"C04AC03, Inositolnicotinate",Inositolnicotinate
"C04AC07, Ciclonicate",Ciclonicate
"C04AD, Purinederivatives",Purinederivatives
"C04AD01, Pentifylline",Pentifylline
"C04AD02, Xantinolnicotinate",Xantinolnicotinate
"C04AD03, Pentoxifylline",Pentoxifylline
"C04AD04, Etofyllinenicotinate",Etofyllinenicotinate
"C04AE, Ergotalkaloids",Ergotalkaloids
"C04AE01, Ergoloidmesylates",Ergoloidmesylates
"C04AE02, Nicergoline",Nicergoline
"C04AE04, Dihydroergocristine",Dihydroergocristine
"C04AE51, Ergoloidmesylates,combinations","Ergoloidmesylates,combinations"
"C04AE54, Dihydroergocristine,combinations","Dihydroergocristine,combinations"
"C04AF, Enzymes",Enzymes
"C04AF01, Kallidinogenase",Kallidinogenase
"C04AX, Otherperipheralvasodilators",Otherperipheralvasodilators
"C04AX01, Cyclandelate",Cyclandelate
"C04AX02, Phenoxybenzamine",Phenoxybenzamine
"C04AX07, Vincamine",Vincamine
"C04AX10, Moxisylyte",Moxisylyte
"C04AX11, Bencyclane",Bencyclane
"C04AX17, Vinburnine",Vinburnine
"C04AX19, Sulcotidil",Sulcotidil
"C04AX20, Buflomedil",Buflomedil
"C04AX21, Naftidrofuryl",Naftidrofuryl
"C04AX23, Butalamine",Butalamine
"C04AX24, Visnadine",Visnadine
"C04AX26, Cetiedil",Cetiedil
"C04AX27, Cinepazide",Cinepazide
"C04AX28, Ifenprodil",Ifenprodil
"C04AX30, Azapetine",Azapetine
"C04AX32, Fasudil",Fasudil
"C05, Vasoprotective drugs",Vasoprotective drugs
"C05A, Agents for treatment of hemorrhoids and anal fissures for topical use",Agents for treatment of hemorrhoids and anal fissures for topical use
"C05AA, Corticosteroids",Corticosteroids
"C05AA01, Hydrocortisone",Hydrocortisone
"C05AA04, Prednisolone",Prednisolone
"C05AA05, Betamethasone",Betamethasone
"C05AA06, Fluorometholone",Fluorometholone
"C05AA08, Fluocortolone",Fluocortolone
"C05AA09, Dexamethasone",Dexamethasone
"C05AA10, Fluocinoloneacetonide",Fluocinoloneacetonide
"C05AA11, Fluocinonide",Fluocinonide
"C05AA12, Triamcinolone",Triamcinolone
"C05AD, Localanesthetics",Localanesthetics
"C05AD01, Lidocaine",Lidocaine
"C05AD02, Tetracaine",Tetracaine
"C05AD03, Benzocaine",Benzocaine
"C05AD04, Cinchocaine",Cinchocaine
"C05AD05, Procaine",Procaine
"C05AD06, Oxetacaine",Oxetacaine
"C05AD07, Pramocaine",Pramocaine
"C05AE, Musclerelaxants",Musclerelaxants
"C05AE01, Glyceryltrinitrate",Glyceryltrinitrate
"C05AE02, Isosorbidedinitrate",Isosorbidedinitrate
"C05AE03, Diltiazem",Diltiazem
"C05AX, Otheragentsfortreatmentofhemorrhoidsandanalfissuresfortopicaluse",Otheragentsfortreatmentofhemorrhoidsandanalfissuresfortopicaluse
"C05AX01, Aluminiumpreparations",Aluminiumpreparations
"C05AX02, Bismuthpreparations,combinations","Bismuthpreparations,combinations"
"C05AX03, Otherpreparations,combinations","Otherpreparations,combinations"
"C05AX04, Zincpreparations",Zincpreparations
"C05AX05, Tribenoside",Tribenoside
"C05B, Antivaricose therapy",Antivaricose therapy
"C05BA, Heparinsorheparinoidsfortopicaluse",Heparinsorheparinoidsfortopicaluse
"C05BA01, Organo-heparinoid",Organo-heparinoid
"C05BA02, Sodiumapolate",Sodiumapolate
"C05BA03, Heparin",Heparin
"C05BA04, Pentosanpolysulfatesodium",Pentosanpolysulfatesodium
"C05BA51, Heparinoid,combinations","Heparinoid,combinations"
"C05BA53, Heparin,combinations","Heparin,combinations"
"C05BB, Sclerosingagentsforlocalinjection",Sclerosingagentsforlocalinjection
"C05BB01, Monoethanolamineoleate",Monoethanolamineoleate
"C05BB02, Polidocanol",Polidocanol
"C05BB03, Invertsugar",Invertsugar
"C05BB04, Sodiumtetradecylsulfate",Sodiumtetradecylsulfate
"C05BB05, Phenol",Phenol
"C05BB56, Glucose,combinations","Glucose,combinations"
"C05BX, Othersclerosingagents",Othersclerosingagents
"C05BX01, Calciumdobesilate",Calciumdobesilate
"C05BX51, Calciumdobesilate,combinations","Calciumdobesilate,combinations"
"C05C, Capillary stabilising agents",Capillary stabilising agents
"C05CA, Bioflavonoids",Bioflavonoids
"C05CA01, Rutoside",Rutoside
"C05CA02, Monoxerutin",Monoxerutin
"C05CA03, Diosmin",Diosmin
"C05CA04, Troxerutin",Troxerutin
"C05CA05, Hidrosmin",Hidrosmin
"C05CA51, Rutoside,combinations","Rutoside,combinations"
"C05CA53, Diosmin,combinations","Diosmin,combinations"
"C05CA54, Troxerutin,combinations","Troxerutin,combinations"
"C05CX, Othercapillarystabilisingagents",Othercapillarystabilisingagents
"C05CX01, Tribenoside",Tribenoside
"C05CX02, Naftazone",Naftazone
"C05CX03, Hippocastanisemen",Hippocastanisemen
"C07, Beta blocking agents",Beta blocking agents
"C07A, Beta blocking agents",Beta blocking agents
"C07AA, Betablockingagents,non-selective","Betablockingagents,non-selective"
"C07AA01, Alprenolol",Alprenolol
"C07AA02, Oxprenolol",Oxprenolol
"C07AA03, Pindolol",Pindolol
"C07AA05, Propranolol",Propranolol
"C07AA06, Timolol",Timolol
"C07AA07, Sotalol",Sotalol
"C07AA12, Nadolol",Nadolol
"C07AA14, Mepindolol",Mepindolol
"C07AA15, Carteolol",Carteolol
"C07AA16, Tertatolol",Tertatolol
"C07AA17, Bopindolol",Bopindolol
"C07AA19, Bupranolol",Bupranolol
"C07AA23, Penbutolol",Penbutolol
"C07AA27, Cloranolol",Cloranolol
"C07AA57, Sotalol,combinations","Sotalol,combinations"
"C07AB, Betablockingagents,selective","Betablockingagents,selective"
"C07AB01, Practolol",Practolol
"C07AB02, Metoprolol",Metoprolol
"C07AB03, Atenolol",Atenolol
"C07AB04, Acebutolol",Acebutolol
"C07AB05, Betaxolol",Betaxolol
"C07AB06, Bevantolol",Bevantolol
"C07AB07, Bisoprolol",Bisoprolol
"C07AB08, Celiprolol",Celiprolol
"C07AB09, Esmolol",Esmolol
"C07AB10, Epanolol",Epanolol
"C07AB11, S-atenolol",S-atenolol
"C07AB12, Nebivolol",Nebivolol
"C07AB13, Talinolol",Talinolol
"C07AB14, Landiolol",Landiolol
"C07AB52, Metoprolol,combinations","Metoprolol,combinations"
"C07AB57, Bisoprolol,combinations","Bisoprolol,combinations"
"C07AG, Alphaandbetablockingagents",Alphaandbetablockingagents
"C07AG01, Labetalol",Labetalol
"C07AG02, Carvedilol",Carvedilol
"C07B, Beta blocking agents and thiazides",Beta blocking agents and thiazides
"C07BA, Betablockingagents,non-selective,andthiazides","Betablockingagents,non-selective,andthiazides"
"C07BA02, Oxprenololandthiazides",Oxprenololandthiazides
"C07BA05, Propranololandthiazides",Propranololandthiazides
"C07BA06, Timololandthiazides",Timololandthiazides
"C07BA07, Sotalolandthiazides",Sotalolandthiazides
"C07BA12, Nadololandthiazides",Nadololandthiazides
"C07BA68, Metipranololandthiazides,combinations","Metipranololandthiazides,combinations"
"C07BB, Betablockingagents,selective,andthiazides","Betablockingagents,selective,andthiazides"
"C07BB02, Metoprololandthiazides",Metoprololandthiazides
"C07BB03, Atenololandthiazides",Atenololandthiazides
"C07BB04, Acebutololandthiazides",Acebutololandthiazides
"C07BB06, Bevantololandthiazides",Bevantololandthiazides
"C07BB07, Bisoprololandthiazides",Bisoprololandthiazides
"C07BB12, Nebivololandthiazides",Nebivololandthiazides
"C07BB52, Metoprololandthiazides,combinations","Metoprololandthiazides,combinations"
"C07BG, Alphaandbetablockingagentsandthiazides",Alphaandbetablockingagentsandthiazides
"C07BG01, Labetalolandthiazides",Labetalolandthiazides
"C07C, Beta blocking agents and other diuretics",Beta blocking agents and other diuretics
"C07CA, Betablockingagents,non-selective,andotherdiuretics","Betablockingagents,non-selective,andotherdiuretics"
"C07CA02, Oxprenololandotherdiuretics",Oxprenololandotherdiuretics
"C07CA03, Pindololandotherdiuretics",Pindololandotherdiuretics
"C07CA17, Bopindololandotherdiuretics",Bopindololandotherdiuretics
"C07CA23, Penbutololandotherdiuretics",Penbutololandotherdiuretics
"C07CB, Betablockingagents,selective,andotherdiuretics","Betablockingagents,selective,andotherdiuretics"
"C07CB02, Metoprololandotherdiuretics",Metoprololandotherdiuretics
"C07CB03, Atenololandotherdiuretics",Atenololandotherdiuretics
"C07CB53, Atenololandotherdiuretics,combinations","Atenololandotherdiuretics,combinations"
"C07CG, Alphaandbetablockingagentsandotherdiuretics",Alphaandbetablockingagentsandotherdiuretics
"C07CG01, Labetalolandotherdiuretics",Labetalolandotherdiuretics
"C07D, Beta blocking agents, thiazides and other diuretics","Beta blocking agents, thiazides and other diuretics"
"C07DA, Betablockingagents,non-selective,thiazidesandotherdiuretics","Betablockingagents,non-selective,thiazidesandotherdiuretics"
"C07DA06, Timolol,thiazidesandotherdiuretics","Timolol,thiazidesandotherdiuretics"
"C07DB, Betablockingagents,selective,thiazidesandotherdiuretics","Betablockingagents,selective,thiazidesandotherdiuretics"
"C07DB01, Atenolol,thiazidesandotherdiuretics","Atenolol,thiazidesandotherdiuretics"
"C07F, Beta blocking agents and other antihypertensives",Beta blocking agents and other antihypertensives
"C07FA, Betablockingagents,non-selective,andotherantihypertensives","Betablockingagents,non-selective,andotherantihypertensives"
"C07FA05, Propranololandotherantihypertensives",Propranololandotherantihypertensives
"C07FB, Betablockingagents,selective,andotherantihypertensives","Betablockingagents,selective,andotherantihypertensives"
"C07FB02, Metoprololandotherantihypertensives",Metoprololandotherantihypertensives
"C07FB03, Atenololandotherantihypertensives",Atenololandotherantihypertensives
"C07FB07, Bisoprololandotherantihypertensives",Bisoprololandotherantihypertensives
"C07FB12, Nebivololandotherantihypertensives",Nebivololandotherantihypertensives
"C07FX, Betablockingagents,othercombinations","Betablockingagents,othercombinations"
"C07FX05, MetoprololandIvabradine",MetoprololandIvabradine
"C07FX06, CarvedilolandIvabradine",CarvedilolandIvabradine
"C08, Calcium channel blockers",Calcium channel blockers
"C08C, Selective calcium channel blockers with mainly vascular effects",Selective calcium channel blockers with mainly vascular effects
"C08CA, Dihydropyridinederivatives",Dihydropyridinederivatives
"C08CA01, Amlodipine",Amlodipine
"C08CA02, Felodipine",Felodipine
"C08CA03, Isradipine",Isradipine
"C08CA04, Nicardipine",Nicardipine
"C08CA05, Nifedipine",Nifedipine
"C08CA06, Nimodipine",Nimodipine
"C08CA07, Nisoldipine",Nisoldipine
"C08CA08, Nitrendipine",Nitrendipine
"C08CA09, Lacidipine",Lacidipine
"C08CA10, Nilvadipine",Nilvadipine
"C08CA11, Manidipine",Manidipine
"C08CA12, Barnidipine",Barnidipine
"C08CA13, Lercanidipine",Lercanidipine
"C08CA14, Cilnidipine",Cilnidipine
"C08CA15, Benidipine",Benidipine
"C08CA16, Clevidipine",Clevidipine
"C08CA55, Nifedipine,combinations","Nifedipine,combinations"
"C08CX, Otherselectivecalciumchannelblockerswithmainlyvasculareffects",Otherselectivecalciumchannelblockerswithmainlyvasculareffects
"C08CX01, Mibefradil",Mibefradil
"C08D, Selective calcium channel blockers with direct cardiac effects",Selective calcium channel blockers with direct cardiac effects
"C08DA, Phenylalkylaminederivatives",Phenylalkylaminederivatives
"C08DA01, Verapamil",Verapamil
"C08DA02, Gallopamil",Gallopamil
"C08DA51, Verapamil,combinations","Verapamil,combinations"
"C08DB, Benzothiazepinederivatives",Benzothiazepinederivatives
"C08DB01, Diltiazem",Diltiazem
"C08E, Non-selective calcium channel blockers",Non-selective calcium channel blockers
"C08EA, Phenylalkylaminederivatives",Phenylalkylaminederivatives
"C08EA01, Fendiline",Fendiline
"C08EA02, Bepridil",Bepridil
"C08EX, Othernon-selectivecalciumchannelblockers",Othernon-selectivecalciumchannelblockers
"C08EX01, Lidoflazine",Lidoflazine
"C08EX02, Perhexiline",Perhexiline
"C08GA, Calcium channel blockers and diuretics",Calcium channel blockers and diuretics
"C08GA01, Nifedipineanddiuretics",Nifedipineanddiuretics
"C08GA02, Amlodipineanddiuretics",Amlodipineanddiuretics
"C09, Agents acting on the renin-angiotensin system",Agents acting on the renin-angiotensin system
"C09AA, ACE inhibitors, plain","ACE inhibitors, plain"
"C09AA01, Captopril",Captopril
"C09AA02, Enalapril",Enalapril
"C09AA03, Lisinopril",Lisinopril
"C09AA04, Perindopril",Perindopril
"C09AA05, Ramipril",Ramipril
"C09AA06, Quinapril",Quinapril
"C09AA07, Benazepril",Benazepril
"C09AA08, Cilazapril",Cilazapril
"C09AA09, Fosinopril",Fosinopril
"C09AA10, Trandolapril",Trandolapril
"C09AA11, Spirapril",Spirapril
"C09AA12, Delapril",Delapril
"C09AA13, Moexipril",Moexipril
"C09AA14, Temocapril",Temocapril
"C09AA15, Zofenopril",Zofenopril
"C09AA16, Imidapril",Imidapril
"C09B, ACE inhibitors, combinations","ACE inhibitors, combinations"
"C09BA, ACEinhibitorsanddiuretics",ACEinhibitorsanddiuretics
"C09BA01, Captoprilanddiuretics",Captoprilanddiuretics
"C09BA02, Enalaprilanddiuretics",Enalaprilanddiuretics
"C09BA03, Lisinoprilanddiuretics",Lisinoprilanddiuretics
"C09BA04, Perindoprilanddiuretics",Perindoprilanddiuretics
"C09BA05, Ramiprilanddiuretics",Ramiprilanddiuretics
"C09BA06, Quinaprilanddiuretics",Quinaprilanddiuretics
"C09BA07, Benazeprilanddiuretics",Benazeprilanddiuretics
"C09BA08, Cilazaprilanddiuretics",Cilazaprilanddiuretics
"C09BA09, Fosinoprilanddiuretics",Fosinoprilanddiuretics
"C09BA12, Delaprilanddiuretics",Delaprilanddiuretics
"C09BA13, Moexiprilanddiuretics",Moexiprilanddiuretics
"C09BA15, Zofenoprilanddiuretics",Zofenoprilanddiuretics
"C09BB, ACEinhibitorsandcalciumchannelblockers",ACEinhibitorsandcalciumchannelblockers
"C09BB02, Enalaprilandlercanidipine",Enalaprilandlercanidipine
"C09BB03, Lisinoprilandamlodipine",Lisinoprilandamlodipine
"C09BB04, Perindoprilandamlodipine",Perindoprilandamlodipine
"C09BB05, Ramiprilandfelodipine",Ramiprilandfelodipine
"C09BB06, Enalaprilandnitrendipine",Enalaprilandnitrendipine
"C09BB07, Ramiprilandamlodipine",Ramiprilandamlodipine
"C09BB10, Trandolaprilandverapamil",Trandolaprilandverapamil
"C09BB12, Delaprilandmanidipine",Delaprilandmanidipine
"C09BX, ACEinhibitors,othercombinations","ACEinhibitors,othercombinations"
"C09BX01, Perindopril,amlodipineandindapamide","Perindopril,amlodipineandindapamide"
"C09BX02, Perindoprilandbisoprolol",Perindoprilandbisoprolol
"C09CA, Angiotensin II antagonists, plain","Angiotensin II antagonists, plain"
"C09CA01, Losartan",Losartan
"C09CA02, Eprosartan",Eprosartan
"C09CA03, Valsartan",Valsartan
"C09CA04, Irbesartan",Irbesartan
"C09CA05, Tasosartan",Tasosartan
"C09CA06, Candesartan",Candesartan
"C09CA07, Telmisartan",Telmisartan
"C09CA08, Olmesartanmedoxomil",Olmesartanmedoxomil
"C09CA09, Azilsartanmedoxomil",Azilsartanmedoxomil
"C09CA10, Fimasartan",Fimasartan
"C09D, Angiotensin II antagonists, combinations","Angiotensin II antagonists, combinations"
"C09DA, AngiotensinIIantagonistsanddiuretics",AngiotensinIIantagonistsanddiuretics
"C09DA01, Losartananddiuretics",Losartananddiuretics
"C09DA02, Eprosartananddiuretics",Eprosartananddiuretics
"C09DA03, Valsartananddiuretics",Valsartananddiuretics
"C09DA04, Irbesartananddiuretics",Irbesartananddiuretics
"C09DA06, Candesartananddiuretics",Candesartananddiuretics
"C09DA07, Telmisartananddiuretics",Telmisartananddiuretics
"C09DA08, Olmesartanmedoxomilanddiuretics",Olmesartanmedoxomilanddiuretics
"C09DA09, Azilsartanmedoxomilanddiuretics",Azilsartanmedoxomilanddiuretics
"C09DB, AngiotensinIIantagonistsandcalciumchannelblockers",AngiotensinIIantagonistsandcalciumchannelblockers
"C09DB01, Valsartanandamlodipine",Valsartanandamlodipine
"C09DB02, Olmesartanmedoxomilandamlodipine",Olmesartanmedoxomilandamlodipine
"C09DB04, Telmisartanandamlodipine",Telmisartanandamlodipine
"C09DB05, Irbesartanandamlodipine",Irbesartanandamlodipine
"C09DB06, Losartanandamlodipine",Losartanandamlodipine
"C09DB07, Candesartanandamlodipine",Candesartanandamlodipine
"C09DB08, Valsartanandlercanidipine",Valsartanandlercanidipine
"C09DX, AngiotensinIIantagonists,othercombinations","AngiotensinIIantagonists,othercombinations"
"C09DX01, Valsartan,amlodipineandhydrochlorothiazide","Valsartan,amlodipineandhydrochlorothiazide"
"C09DX02, Valsartanandaliskiren",Valsartanandaliskiren
"C09DX03, Olmesartanmedoxomil,amlodipineandhydrochlorothiazide","Olmesartanmedoxomil,amlodipineandhydrochlorothiazide"
"C09DX04, Valsartanandsacubitril",Valsartanandsacubitril
"C09X, Other agents acting on the renin-angiotensin system",Other agents acting on the renin-angiotensin system
"C09XA, Renin-inhibitors",Renin-inhibitors
"C09XA01, Remikiren",Remikiren
"C09XA02, Aliskiren",Aliskiren
"C09XA52, Aliskirenandhydrochlorothiazide",Aliskirenandhydrochlorothiazide
"C09XA53, Aliskirenandamlodipine",Aliskirenandamlodipine
"C09XA54, Aliskiren,amlodipineandhydrochlorothiazide","Aliskiren,amlodipineandhydrochlorothiazide"
"C10, Lipid modifying agents",Lipid modifying agents
"C10A, Lipid modifying agents, plain","Lipid modifying agents, plain"
"C10AA, HMGCoAreductaseinhibitors",HMGCoAreductaseinhibitors
"C10AA01, Simvastatin",Simvastatin
"C10AA02, Lovastatin",Lovastatin
"C10AA03, Pravastatin",Pravastatin
"C10AA04, Fluvastatin",Fluvastatin
"C10AA05, Atorvastatin",Atorvastatin
"C10AA06, Cerivastatin",Cerivastatin
"C10AA07, Rosuvastatin",Rosuvastatin
"C10AA08, Pitavastatin",Pitavastatin
"C10AB, Fibrates",Fibrates
"C10AB01, Clofibrate",Clofibrate
"C10AB02, Bezafibrate",Bezafibrate
"C10AB03, Aluminiumclofibrate",Aluminiumclofibrate
"C10AB04, Gemfibrozil",Gemfibrozil
"C10AB05, Fenofibrate",Fenofibrate
"C10AB06, Simfibrate",Simfibrate
"C10AB07, Ronifibrate",Ronifibrate
"C10AB08, Ciprofibrate",Ciprofibrate
"C10AB09, Etofibrate",Etofibrate
"C10AB10, Clofibride",Clofibride
"C10AB11, Cholinefenofibrate",Cholinefenofibrate
"C10AC, Bileacidsequestrants",Bileacidsequestrants
"C10AC01, Colestyramine",Colestyramine
"C10AC02, Colestipol",Colestipol
"C10AC03, Colextran",Colextran
"C10AC04, Colesevelam",Colesevelam
"C10AD, Nicotinicacidandderivatives",Nicotinicacidandderivatives
"C10AD01, Niceritrol",Niceritrol
"C10AD02, Nicotinicacid",Nicotinicacid
"C10AD03, Nicofuranose",Nicofuranose
"C10AD04, Aluminiumnicotinate",Aluminiumnicotinate
"C10AD05, Nicotinylalcohol(pyridylcarbinol)",Nicotinylalcohol(pyridylcarbinol)
"C10AD06, Acipimox",Acipimox
"C10AD52, Nicotinicacid,combinations","Nicotinicacid,combinations"
"C10AX, Otherlipidmodifyingagents",Otherlipidmodifyingagents
"C10AX01, Dextrothyroxine",Dextrothyroxine
"C10AX02, Probucol",Probucol
"C10AX03, Tiadenol",Tiadenol
"C10AX05, Meglutol",Meglutol
"C10AX06, Omega-3-triglycerides",Omega-3-triglycerides
"C10AX07, Magnesiumpyridoxal5-phosphateglutamate",Magnesiumpyridoxal5-phosphateglutamate
"C10AX08, Policosanol",Policosanol
"C10AX09, Ezetimibe",Ezetimibe
"C10AX10, Alipogenetiparvovec",Alipogenetiparvovec
"C10AX11, Mipomersen",Mipomersen
"C10AX12, Lomitapide",Lomitapide
"C10AX13, Evolocumab",Evolocumab
"C10AX14, Alirocumab",Alirocumab
"C10B, Lipid modifying agents, combinations","Lipid modifying agents, combinations"
"C10BA, HMGCoAreductaseinhibitorsincombinationwithotherlipidmodifyingagents",HMGCoAreductaseinhibitorsincombinationwithotherlipidmodifyingagents
"C10BA01, Lovastatinandnicotinicacid",Lovastatinandnicotinicacid
"C10BA02, Simvastatinandezetimibe",Simvastatinandezetimibe
"C10BA03, Pravastatinandfenofibrate",Pravastatinandfenofibrate
"C10BA04, Simvastatinandfenofibrate",Simvastatinandfenofibrate
"C10BA05, Atorvastatinandezetimibe",Atorvastatinandezetimibe
"C10BA06, Rosuvastatinandezetimibe",Rosuvastatinandezetimibe
"C10BX, HMGCoAreductaseinhibitors,othercombinations","HMGCoAreductaseinhibitors,othercombinations"
"C10BX01, Simvastatinandacetylsalicylicacid",Simvastatinandacetylsalicylicacid
"C10BX02, Pravastatinandacetylsalicylicacid",Pravastatinandacetylsalicylicacid
"C10BX03, Atorvastatinandamlodipine",Atorvastatinandamlodipine
"C10BX04, Simvastatin,acetylsalicylicacidandramipril","Simvastatin,acetylsalicylicacidandramipril"
"C10BX05, Rosuvastatinandacetylsalisylicacid",Rosuvastatinandacetylsalisylicacid
"C10BX06, Atorvastatin,acetylsalicylicacidandramipril","Atorvastatin,acetylsalicylicacidandramipril"
"C10BX07, Rosuvastatin,amlodipineandlisinopril","Rosuvastatin,amlodipineandlisinopril"
"C10BX08, Atorvastatinandacetylsalicylicacid",Atorvastatinandacetylsalicylicacid
"C10BX09, Rosuvastatinandamlodipine",Rosuvastatinandamlodipine
"C10BX10, Rosuvastatinandvalsartan",Rosuvastatinandvalsartan
"C10BX11, Atorvastatin,amlodipineandperindopril","Atorvastatin,amlodipineandperindopril"
"D01, Antifungals for dermatological use",Antifungals for dermatological use
